	user_id	movie_id	rating	date_day	date_month	date_year	date_hour	date_minute	date_second	genre
73	75	1304	2.5	29	10	2006	23	16	56	Comedy
74	75	1304	2.5	29	10	2006	23	16	56	Western
75	75	1370	4.0	29	10	2006	23	25	11	Action
76	75	1370	4.0	29	10	2006	23	25	11	Adventure
77	75	1370	4.0	29	10	2006	23	25	11	Thriller
78	75	1374	4.0	29	10	2006	23	17	20	Action
79	75	1374	4.0	29	10	2006	23	17	20	Adventure
80	75	1374	4.0	29	10	2006	23	17	20	Sci-Fi
81	75	1374	4.0	29	10	2006	23	17	20	Thriller
82	75	1485	4.0	29	10	2006	23	17	46	Comedy
83	75	1527	4.5	29	10	2006	23	24	1	Action
84	75	1527	4.5	29	10	2006	23	24	1	Adventure
85	75	1527	4.5	29	10	2006	23	24	1	Sci-Fi
86	75	1917	2.5	29	10	2006	23	26	3	Action
87	75	1917	2.5	29	10	2006	23	26	3	Romance
88	75	1917	2.5	29	10	2006	23	26	3	Sci-Fi
89	75	1917	2.5	29	10	2006	23	26	3	Thriller
90	75	2011	2.0	29	10	2006	23	16	39	Action
91	75	2011	2.0	29	10	2006	23	16	39	Adventure
92	75	2011	2.0	29	10	2006	23	16	39	Comedy
93	75	2011	2.0	29	10	2006	23	16	39	Sci-Fi
94	75	2054	1.5	29	10	2006	23	17	33	Adventure
95	75	2054	1.5	29	10	2006	23	17	33	Children
96	75	2054	1.5	29	10	2006	23	17	33	Comedy
97	75	2054	1.5	29	10	2006	23	17	33	Fantasy
98	75	2054	1.5	29	10	2006	23	17	33	Sci-Fi
99	75	2058	4.0	29	10	2006	23	29	25	Action
100	75	2058	4.0	29	10	2006	23	29	25	Crime
101	75	2058	4.0	29	10	2006	23	29	25	Drama
102	75	2058	4.0	29	10	2006	23	29	25	Mystery
103	75	2058	4.0	29	10	2006	23	29	25	Thriller
104	75	2490	4.0	29	10	2006	23	29	35	Action
105	75	2490	4.0	29	10	2006	23	29	35	Thriller
106	75	2571	4.5	29	10	2006	23	30	50	Action
107	75	2571	4.5	29	10	2006	23	30	50	Sci-Fi
108	75	2571	4.5	29	10	2006	23	30	50	Thriller
109	75	2640	3.0	29	10	2006	23	17	56	Action
110	75	2640	3.0	29	10	2006	23	17	56	Adventure
111	75	2640	3.0	29	10	2006	23	17	56	Sci-Fi
112	75	2688	3.0	29	10	2006	23	22	26	Drama
113	75	2688	3.0	29	10	2006	23	22	26	Thriller
114	75	2700	4.5	29	10	2006	23	17	52	Animation
115	75	2700	4.5	29	10	2006	23	17	52	Comedy
116	75	2700	4.5	29	10	2006	23	17	52	Musical
117	75	2762	3.5	29	10	2006	23	24	54	Drama
118	75	2762	3.5	29	10	2006	23	24	54	Mystery
119	75	2762	3.5	29	10	2006	23	24	54	Thriller
120	75	2959	4.5	29	10	2006	23	30	12	Action
121	75	2959	4.5	29	10	2006	23	30	12	Crime
122	75	2959	4.5	29	10	2006	23	30	12	Drama
123	75	2959	4.5	29	10	2006	23	30	12	Thriller
124	75	3258	1.5	29	10	2006	23	26	8	Comedy
125	75	3258	1.5	29	10	2006	23	26	8	Fantasy
126	75	3793	3.0	29	10	2006	23	29	16	Action
127	75	3793	3.0	29	10	2006	23	29	16	Adventure
128	75	3793	3.0	29	10	2006	23	29	16	Sci-Fi
129	75	3889	3.0	29	10	2006	23	22	43	Action
130	75	3889	3.0	29	10	2006	23	22	43	Adventure
131	75	3889	3.0	29	10	2006	23	22	43	Fantasy
132	75	3994	3.5	29	10	2006	23	25	24	Drama
133	75	3994	3.5	29	10	2006	23	25	24	Sci-Fi
134	75	3994	3.5	29	10	2006	23	25	24	Thriller
135	75	4993	3.5	29	10	2006	23	30	34	Action
136	75	4993	3.5	29	10	2006	23	30	34	Adventure
137	75	4993	3.5	29	10	2006	23	30	34	Fantasy
138	75	5107	3.0	29	10	2006	23	26	11	Drama
139	75	5107	3.0	29	10	2006	23	26	11	War
140	75	5833	2.5	29	10	2006	23	29	51	Action
141	75	5833	2.5	29	10	2006	23	29	51	Horror
142	75	5952	3.5	29	10	2006	23	30	40	Action
143	75	5952	3.5	29	10	2006	23	30	40	Adventure
144	75	5952	3.5	29	10	2006	23	30	40	Fantasy
145	75	6213	4.0	29	10	2006	23	26	21	Action
146	75	6213	4.0	29	10	2006	23	26	21	Drama
147	75	6213	4.0	29	10	2006	23	26	21	Thriller
148	75	6225	0.5	29	10	2006	23	21	25	Drama
149	75	6333	4.0	29	10	2006	23	28	12	Action
150	75	6333	4.0	29	10	2006	23	28	12	Adventure
151	75	6333	4.0	29	10	2006	23	28	12	Sci-Fi
152	75	6333	4.0	29	10	2006	23	28	12	Thriller
153	75	7000	3.5	29	10	2006	23	25	8	Action
154	75	7000	3.5	29	10	2006	23	25	8	Adventure
155	75	7000	3.5	29	10	2006	23	25	8	Comedy
156	75	7007	4.5	29	10	2006	23	24	15	Action
157	75	7007	4.5	29	10	2006	23	24	15	Comedy
158	75	7007	4.5	29	10	2006	23	24	15	Crime
159	75	7007	4.5	29	10	2006	23	24	15	Drama
160	75	7007	4.5	29	10	2006	23	24	15	Thriller
161	75	7153	3.5	29	10	2006	23	30	36	Action
162	75	7153	3.5	29	10	2006	23	30	36	Adventure
163	75	7153	3.5	29	10	2006	23	30	36	Fantasy
164	75	32029	4.5	29	10	2006	23	25	18	Action
165	75	32029	4.5	29	10	2006	23	25	18	Crime
166	75	32029	4.5	29	10	2006	23	25	18	Drama
167	75	32029	4.5	29	10	2006	23	25	18	Thriller
168	75	32587	5.0	29	10	2006	23	24	51	Action
169	75	32587	5.0	29	10	2006	23	24	51	Crime
170	75	32587	5.0	29	10	2006	23	24	51	Film-Noir
171	75	32587	5.0	29	10	2006	23	24	51	Thriller
172	75	33437	3.5	29	10	2006	23	28	48	Action
173	75	33437	3.5	29	10	2006	23	28	48	Drama
174	75	33437	3.5	29	10	2006	23	28	48	Thriller
175	75	39052	3.5	29	10	2006	23	28	44	Action
176	75	39052	3.5	29	10	2006	23	28	44	Comedy
177	75	39052	3.5	29	10	2006	23	28	44	Sci-Fi
178	75	45431	3.5	29	10	2006	23	25	58	Adventure
179	75	45431	3.5	29	10	2006	23	25	58	Animation
180	75	45431	3.5	29	10	2006	23	25	58	Children
181	75	45431	3.5	29	10	2006	23	25	58	Comedy
182	75	45722	4.5	29	10	2006	23	29	46	Action
183	75	45722	4.5	29	10	2006	23	29	46	Adventure
184	75	45722	4.5	29	10	2006	23	29	46	Comedy
185	75	45722	4.5	29	10	2006	23	29	46	Fantasy
186	78	17	4.0	10	10	2004	15	34	55	Comedy
187	78	17	4.0	10	10	2004	15	34	55	Drama
188	78	17	4.0	10	10	2004	15	34	55	Romance
189	78	29	4.5	16	4	2007	4	57	48	Adventure
190	78	29	4.5	16	4	2007	4	57	48	Drama
191	78	29	4.5	16	4	2007	4	57	48	Fantasy
192	78	29	4.5	16	4	2007	4	57	48	Mystery
193	78	29	4.5	16	4	2007	4	57	48	Sci-Fi
194	78	41	4.5	10	10	2004	15	56	39	Drama
195	78	41	4.5	10	10	2004	15	56	39	War
196	78	82	4.0	7	5	2004	23	20	36	Comedy
197	78	82	4.0	7	5	2004	23	20	36	Drama
198	78	101	4.5	9	7	2004	2	27	41	Adventure
199	78	101	4.5	9	7	2004	2	27	41	Comedy
200	78	101	4.5	9	7	2004	2	27	41	Crime
201	78	101	4.5	9	7	2004	2	27	41	Romance
202	78	111	4.0	16	4	2007	2	25	10	Crime
203	78	111	4.0	16	4	2007	2	25	10	Drama
204	78	111	4.0	16	4	2007	2	25	10	Thriller
205	78	150	4.0	13	8	2004	2	43	53	Adventure
206	78	150	4.0	13	8	2004	2	43	53	Drama
207	78	162	4.5	9	7	2004	2	27	32	Documentary
208	78	198	2.5	7	5	2004	22	47	9	Action
209	78	198	2.5	7	5	2004	22	47	9	Crime
210	78	198	2.5	7	5	2004	22	47	9	Drama
211	78	198	2.5	7	5	2004	22	47	9	Mystery
212	78	198	2.5	7	5	2004	22	47	9	Sci-Fi
213	78	198	2.5	7	5	2004	22	47	9	Thriller
214	78	223	4.5	11	7	2004	11	53	50	Comedy
215	78	235	4.0	9	7	2004	2	34	25	Comedy
216	78	235	4.0	9	7	2004	2	34	25	Drama
217	78	260	4.0	21	10	2004	2	36	2	Action
218	78	260	4.0	21	10	2004	2	36	2	Adventure
219	78	260	4.0	21	10	2004	2	36	2	Sci-Fi
220	78	272	5.0	7	5	2004	22	47	31	Comedy
221	78	272	5.0	7	5	2004	22	47	31	Drama
222	78	305	2.0	10	10	2004	15	56	26	Comedy
223	78	314	4.0	7	5	2004	23	19	17	Children
224	78	314	4.0	7	5	2004	23	19	17	Drama
225	78	314	4.0	7	5	2004	23	19	17	Fantasy
226	78	314	4.0	7	5	2004	23	19	17	Mystery
227	78	318	4.0	9	7	2004	2	34	43	Drama
228	78	327	3.5	11	7	2004	11	0	50	Action
229	78	327	3.5	11	7	2004	11	0	50	Comedy
230	78	327	3.5	11	7	2004	11	0	50	Musical
231	78	327	3.5	11	7	2004	11	0	50	Sci-Fi
232	78	356	3.5	11	7	2004	12	5	34	Comedy
233	78	356	3.5	11	7	2004	12	5	34	Drama
234	78	356	3.5	11	7	2004	12	5	34	Romance
235	78	356	3.5	11	7	2004	12	5	34	War
236	78	357	5.0	11	7	2004	11	58	45	Comedy
237	78	357	5.0	11	7	2004	11	58	45	Romance
238	78	468	3.5	7	5	2004	22	48	20	Comedy
239	78	468	3.5	7	5	2004	22	48	20	Romance
240	78	480	2.5	11	7	2004	10	55	19	Action
241	78	480	2.5	11	7	2004	10	55	19	Adventure
242	78	480	2.5	11	7	2004	10	55	19	Sci-Fi
243	78	480	2.5	11	7	2004	10	55	19	Thriller
244	78	497	4.0	7	5	2004	23	14	33	Comedy
245	78	497	4.0	7	5	2004	23	14	33	Romance
246	78	509	4.5	10	10	2004	15	40	24	Drama
247	78	509	4.5	10	10	2004	15	40	24	Romance
248	78	515	4.0	7	5	2004	23	19	56	Drama
249	78	515	4.0	7	5	2004	23	19	56	Romance
250	78	527	4.0	7	5	2004	23	3	41	Drama
251	78	527	4.0	7	5	2004	23	3	41	War
252	78	541	4.5	7	5	2004	23	4	5	Adventure
253	78	541	4.5	7	5	2004	23	4	5	Drama
254	78	541	4.5	7	5	2004	23	4	5	Film-Noir
255	78	541	4.5	7	5	2004	23	4	5	Sci-Fi
256	78	541	4.5	7	5	2004	23	4	5	Thriller
257	78	562	4.5	15	11	2004	21	55	33	Comedy
258	78	562	4.5	15	11	2004	21	55	33	Drama
259	78	590	4.0	9	7	2004	2	21	12	Adventure
260	78	590	4.0	9	7	2004	2	21	12	Drama
261	78	590	4.0	9	7	2004	2	21	12	Western
262	78	608	4.5	7	5	2004	23	3	50	Comedy
263	78	608	4.5	7	5	2004	23	3	50	Crime
264	78	608	4.5	7	5	2004	23	3	50	Drama
265	78	608	4.5	7	5	2004	23	3	50	Thriller
266	78	671	4.0	9	7	2004	2	34	34	Comedy
267	78	671	4.0	9	7	2004	2	34	34	Sci-Fi
268	78	720	4.5	9	7	2004	2	24	58	Adventure
269	78	720	4.5	9	7	2004	2	24	58	Animation
270	78	720	4.5	9	7	2004	2	24	58	Comedy
271	78	728	4.0	9	7	2004	2	34	20	Comedy
272	78	741	4.5	16	4	2007	4	58	9	Animation
273	78	741	4.5	16	4	2007	4	58	9	Sci-Fi
274	78	745	5.0	7	5	2004	22	48	10	Animation
275	78	745	5.0	7	5	2004	22	48	10	Children
276	78	745	5.0	7	5	2004	22	48	10	Comedy
277	78	750	5.0	7	5	2004	23	3	45	Comedy
278	78	750	5.0	7	5	2004	23	3	45	War
279	78	760	4.0	11	7	2004	11	43	19	Drama
280	78	760	4.0	11	7	2004	11	43	19	War
281	78	778	5.0	7	5	2004	23	32	6	Comedy
282	78	778	5.0	7	5	2004	23	32	6	Crime
283	78	778	5.0	7	5	2004	23	32	6	Drama
284	78	780	2.5	7	5	2004	23	44	48	Action
285	78	780	2.5	7	5	2004	23	44	48	Adventure
286	78	780	2.5	7	5	2004	23	44	48	Sci-Fi
287	78	780	2.5	7	5	2004	23	44	48	War
288	78	800	4.0	9	7	2004	2	34	31	Drama
289	78	858	4.0	9	7	2004	2	27	50	Crime
290	78	858	4.0	9	7	2004	2	27	50	Drama
291	78	903	4.0	9	7	2004	2	34	55	Drama
292	78	903	4.0	9	7	2004	2	34	55	Mystery
293	78	903	4.0	9	7	2004	2	34	55	Romance
294	78	903	4.0	9	7	2004	2	34	55	Thriller
